id,input_sentence,label,prediction,confidence,confidence-t,confidence-v,confidence-a
200941[12],i mean i love the simpsons and pretty much they're always funny,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.3795582,7.56679,0.29491097,0.3152629
200941[13],some people don't like the current seasons but i still think that they're pretty funny and i was really let down by the movie,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.39130908,7.4768605,0.3044579,0.33974808
200941[14],so i mean the whole plot was kind of stupid,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.404562,8.30763,0.36265552,-1.1176748
200941[15],they're trying to save springfield,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.41047442,7.2464623,0.31656307,-0.17773867
201005[0],hi this is brian i'd like,[0. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.4075244,7.1401362,0.3274691,0.16275012
201005[1],brian i'd like to talk to you about a movie,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.41098493,6.2254233,0.30042106,0.25521833
201005[2],bit again this is all of me thank you very much,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.40389162,7.070707,0.29508007,0.20176253
201005[3],it's called all of me,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.4037934,7.5079103,0.30497438,0.25444987
201005[4],it's actually kind of a short movie it's only like,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.3990615,7.8793263,0.30514073,0.32794416
201005[5],movie it's only like ninety one minutes long,[0. 0. 0. 1. 0. 0.],[1. 1. 1. 0. 1. 0.],0.39398068,9.291664,0.3521697,-0.92976415
201005[6],umm this is the gold reel collection,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.39145404,8.649876,0.30780149,0.31713355
201005[7],umm it's kind of a slow movie it does star,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40738434,7.561064,0.32306474,0.022721723
201005[8],slow movie it does star lily tomlin and steve martin,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.39986873,6.9503922,0.29407918,0.34114158
201005[9],it's interesting that steve martin is an an stutter attorney or lawyer but he wants to be a magician and umm lily tomlin umm is a spinster and i don't want to give away too much of the plot but she ends up being inside of umm her spirit becomes inside of umm steve martin and that's where a lot of the interesting things in the movie come in,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.39939135,7.529575,0.3025118,0.3361563
201005[10],umm it wasn't one of my favorite movies but umm i'd probably give it a two but two out of five stars but umm if you haven't seen the movie maybe you want to rent it before you you stutter purchase it but you can probably get it for ten dollars because it's been out for a little bit again this is,[0. 1. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 0.],0.39633125,5.6947117,0.34391862,0.34179145
202826[0],hello expo tv uhh i'm,[0. 0. 1. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.41305596,6.911738,0.3243422,0.34761316
202826[1],tv uhh i'm here today to review the movie michael clayton currently in theaters umm,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.39592052,8.310143,0.30805963,0.3129444
202826[2],sucks so uhh i give the movie two out of five stars george,[1. 0. 0. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.39522308,9.385053,0.35070717,-0.23966189
202826[3],stars george clooney does alright,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.38899022,7.832067,0.2936138,0.33087403
202826[4],and i don't know it makes you think a little bit but most of the time you're just thinking i wish i didn't watch this movie,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.39971787,7.0830545,0.3426984,0.3406729
202826[5],so save your money and go see something else,[1. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.39172745,8.0589,0.31267154,0.3183636
202826[6],until next time,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.41162533,8.464233,0.30926722,0.23131461
202826[7],if you're like most people including myself you probably will not enjoy this movie because i most definitely did not,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.4041713,7.46952,0.32517642,0.31318158
202826[8],most people would call it a law thriller uhh,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.41605908,7.5472836,0.31260478,0.33087432
202826[9],kind of like john grisham kind of books but maybe more along the lines of like a two thousand page john grisham book,[1. 0. 1. 0. 0. 1.],[1. 1. 1. 1. 1. 0.],0.4026739,8.583439,0.3208862,0.341923
202826[10],uhh it's just it's far too long if you,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.39933354,6.5708714,0.3232947,-0.24311058
202826[11],long if you even look at the other expo tv reviews about this movie even the people that like the movie all seem to agree the movie's way too long uhh,[1. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40304512,5.7842364,0.2970361,0.25939873
202826[12],the movie stars john grisham i mean {lg} the movie stars george clooney as michael clayton and uhh he actually he does a pretty decent job and uhh anyways michael clayton is uhh the fixer of the law firm uhh takes care of all the messy messy stutter corporate cases,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40429735,7.527202,0.30744147,0.328439
202826[13],and also kind of complicating this is the fact that his personal life sort of unraveling with gambling and family problems and all sorts of things and basically he gets to the point where he just gets completely sick of fixing everyone's mistakes and it just kinda compounds and uhh i don't wanna ruin it for you but,[1. 1. 0. 0. 0. 0.],[0. 1. 1. 1. 1. 1.],0.396277,6.640341,0.33717424,0.33673275
202826[14],hopefully you're not gonna see it anyway because it sucks so,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40527868,6.518102,0.3377329,0.33043623
206585[0],hello my name is sarah and i will be doing my video opinion on the movie shall we dance uhh starring jennifer lopez richard gere and susan sarandon,[0. 0. 1. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.4094596,6.901856,0.29214203,0.322268
206585[1],umm you know i really didn't enjoy this movie at all uhh it was kinda boring for me umm it kinda felt as if there were parts in there they just put in there to kinda pass the time on umm,[0. 1. 1. 0. 0. 0.],[0. 1. 1. 1. 1. 0.],0.39862895,6.390154,0.3523649,-0.22982587
206585[2],basically the movie is about umm richard character and him being a workaholic,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.3955295,7.905826,0.30366647,0.32686293
206585[3],umm he's looking for some some stutter extra sizzle to add into his life and he meets up with a dance instructor who is played by jennifer lopez and basically she convinces him to sign up for some ballroom lessons,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 0. 0.],0.40516078,6.4930143,0.32282555,0.33666718
206585[4],he gets into it he enjoys it a lot but he's still keeping a secret from his family so he is trying to cope with having this this stutter you know exciting moment added to his life and trying to keep it from his family so he's trying to figure out how to balance everything and you know i mean the dance scenes in here i felt were fantastic i thought jennifer lopez did a fantastic job and the girl really can dance umm as as stutter far as that goes that's pretty much it i think the,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 0. 0.],0.38314587,8.434708,0.29812312,0.3408242
206585[5],much it i think the movie was horrible it was kinda boring but uhh if you like to see some dancing then hey pick it up if not i,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.3883158,9.501599,0.32871252,-0.011172965
208322[0],hi my name is mike and this is my review for mr wonder,[0. 0. 1. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.39428288,4.667773,0.2956477,0.30547267
208322[1],mr wonder emporium and uhh this was a film that we took our two year old to uhh just a couple days ago,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.39807987,7.1647105,0.31072444,0.25690836
208322[2],whatsoever so definitely pass on mr wonder,[0. 0. 1. 0. 0. 0.],[1. 0. 1. 1. 1. 0.],0.42976964,6.80673,0.33959174,0.16927698
208322[3],mr wonder emporium uhh,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.40460587,8.720447,0.31525606,0.22263105
208322[4],uhh save your money and rent uhh the classic willy and you'll enjoy uhh the experience a whole lot better and,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 0. 0.],0.41231495,5.648621,0.30901426,0.3524843
208322[5],better and my name is mike that's been my movie review thank you,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40777463,7.6782923,0.32272542,0.3185622
208322[6],umm it's probably one of the worst films uhh i've seen probably in the last five or six years umm,[0. 0. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.3897164,8.114746,0.3363434,-0.67662144
208322[7],umm the main reason why was there wasn't much of a plot but it was pretty boring uhh not not,[0. 0. 1. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.39348865,6.642801,0.33054447,0.024503842
208322[8],boring uhh not not stutter really a lot of interesting things uhh seemed to occur during the uhh during the show umm,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.41415888,7.663254,0.31960994,0.34931582
208322[9],umm one of the things that was uhh kind of interesting is it seems to be a cross between willy and uhh and some other christmas style movies uhh in which they're just hoping to kind of show you some uhh interesting colorful scenery uhh and have a toy store in which you walk by things and things pop out and weird stuff happens,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.38393378,7.359964,0.3276055,0.34832662
208322[10],but uhh that just after maybe a minute or two of that and it becomes you become used to it you're just really not interested in seeing any more of that uhh,[0. 1. 0. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40655267,7.3816285,0.31123698,0.34496003
208322[11],uhh dustin hoffman uhh is kind of bizarre uhh cast as this uhh particular person and natalie portman seems to just be sleepwalking through the role uhh stutter,[1. 0. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.3941936,6.982342,0.34050834,0.3384382
208322[12],stutter everybody involved in this movie uhh seems to just be cashing a paycheck it's a,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.4080453,6.9675555,0.34671533,0.3527078
208322[13],paycheck it's a horrible terrible film and so i i stutter can't uhh recommend it whatsoever so,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.41211885,7.9905205,0.36290848,-0.28175652
208592[0],hi my name is and today i'm reviewing the movie which is currently running in theaters uhh nationwide now is,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.40649164,6.9168105,0.31336212,0.25240308
208592[1],nationwide now is an indian movie it's actually a production and the uhh nowadays uhh some indian movies do show up in the us theaters,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.3893736,7.0492005,0.310225,0.33130383
208592[2],i just lost three hours of my time for nothing,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.40568495,6.8970466,0.3399976,0.25858074
208592[3],umm now about,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.42291456,8.549239,0.330378,0.11764081
208592[4],i do not have good words for this movie uhh i,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.4056331,6.875823,0.3440156,0.007918879
208592[5],movie uhh i think it's like one of the worst movies i've ever seen uhh,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40002996,8.195236,0.3223651,-0.1670226
208592[6],uhh well the the stutter thing is that it stars this new guy who's son of the old heroes so it's kind of his stutter launch in you know home production so,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.39338195,8.195194,0.3005327,0.33914047
208592[7],production so it's uhh the story goes like you know there's uhh this new singer dancer at a bar which is in the call girl area or the red light area kind of thing and he falls in love with this girl but this girl is in love with some other person so you know the story is whether he'll actually get the girl or not and you know how he pursues that,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.38942373,7.346584,0.31101727,0.33540952
208592[8],umm the only good thing about this movie are the songs and the dances so if you're,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40309662,8.306965,0.31742126,0.34699798
208592[9],dances so if you're a fan of indian songs and the dances that go along with it you may want to watch this movie but otherwise i'll just rate this movie one out of five,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 0. 0.],0.40780258,7.6806192,0.30456144,0.3538319
208592[10],was bad bad stutter part of new york actually you know going to the movies,[0. 1. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.40490073,9.638869,0.32637548,0.33326685
209758[0],hello my name is sara and i will be doing my video opinion on the classic elf umm starring the wonderful comedian will ferrell,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.4008388,8.430403,0.2938183,0.21384895
209758[1],uhh this movie's basically about a child who was found in a convent and snuck into santa bag was taken back to the north pole and had uhh been raised by elves so basically,[1. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.3953609,8.06596,0.31024867,0.33292663
209758[2],really cool he's going through all these different things he decides,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.41494703,6.93505,0.3027163,0.33901924
209758[3],different things he decides to work at a toy store umm,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.40120685,6.0848646,0.31516302,0.32099473
209758[4],umm this is just really cool and this what i like about this is that it gives you an option it gives you two,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.4077031,8.571463,0.29538286,0.32134795
209758[5],an option it gives you two discs umm which one is for and one is for full screen which is,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.3748569,7.833189,0.2920066,0.31297266
209758[6],screen which is great i think umm you know someone who really doesn't i don't really like so i'm great that it gives me an option so,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 1. 0. 0.],0.3915224,6.643994,0.29755798,0.3202914
209758[7],option so again i really think you should pick it up this movie is hilarious,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 1. 0. 0.],0.42210007,9.266459,0.29497898,0.25576472
209758[8],elves so basically he lived his whole life you know umm thinking he was an elf of course he was,[1. 0. 0. 0. 0. 1.],[1. 1. 1. 1. 1. 0.],0.3875245,6.5404344,0.2852605,0.33331835
209758[9],an elf of course he was the tallest kid like he,[1. 0. 0. 0. 0. 1.],[1. 1. 1. 1. 0. 0.],0.3993541,6.4383693,0.32052392,0.2642333
209758[10],kid like he couldn't fit in the seats you know he always outgrew all the other elves so he always had wondered you know why was he so different,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.4065194,6.0530596,0.31723386,0.35201895
209758[11],so he finds out that he umm has a dad somewhere else uhh and he travels to new york city,[1. 1. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.39039266,9.976235,0.30305088,0.3303905
209758[12],umm this movie is is stutter definitely hilarious umm,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40422177,6.4131866,0.31466204,0.34430444
209758[13],umm it goes through the you know different things that he had experienced being in new york umm,[0. 0. 0. 0. 0. 1.],[1. 1. 1. 0. 0. 0.],0.40487325,7.361979,0.30948526,0.33665717
209758[14],umm experiencing you know a whole new life change,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.40941656,7.263939,0.3162381,0.29128373
209758[15],umm which i thought was you know really cool he's going through,[1. 0. 0. 0. 0. 1.],[1. 1. 1. 1. 0. 0.],0.38990736,8.744744,0.29080608,0.3251586
20LfN8ENbhM[0],interested in this opportunity and passionate about the industry that he wants to be able to join,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.40176928,7.6368513,0.29363847,0.26512158
20LfN8ENbhM[1],therefore he can add value and be a great fit for this organization,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.3920948,9.367902,0.30478776,0.32672662
20LfN8ENbhM[2],now you want to make sure that you practice practice practice this is,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.4031775,8.609073,0.29704016,0.3376115
20LfN8ENbhM[3],rehearse it is almost guaranteed that you're going to get a question similar to this one so you want to make sure that you're selling what the interviewer is buying,[1. 0. 0. 1. 0. 0.],[1. 1. 0. 0. 0. 0.],0.4072193,6.0681677,0.29269385,0.35470623
20LfN8ENbhM[4],think about what they'll be interested in by really understanding the job description and the traits that they're looking for in the job description make,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.40777028,7.544336,0.2972541,0.31953025
20LfN8ENbhM[5],description make sure you focus on those strengths your answer,[1. 0. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.40132916,8.551396,0.29180634,0.19419904
210259[0],hi my name is and today i'm reviewing the movie lions for lambs which is currently playing in theaters nationwide,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.40440136,6.640988,0.30866247,0.32181466
210259[1],now lions for lambs has a great star cast it stars,[0. 1. 0. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.42427325,6.4950294,0.2900477,0.26180834
210259[2],and you see go watch his new movie and it's it's stutter you know crap it's it's stutter,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.3928184,8.604172,0.32600975,0.31957167
210259[3],crap it's it's stutter not at all good i'm sorry for the words but that's what the movie is and,[0. 0. 1. 0. 0. 0.],[0. 1. 1. 1. 1. 0.],0.41936022,7.86348,0.3785081,0.073117405
210259[4],is and uhh i rate this movie one out of five if i had a,[0. 0. 1. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.39015818,8.7260275,0.35883278,-0.96104825
210259[5],one out of five if i had a chance of putting it zero so you know it's d if i get a,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.40694898,9.041427,0.3588882,0.13484253
210259[6],it's d if i get a chance of f i'll give a f i'll give it a zero but,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40784615,7.171299,0.35653394,0.32989
210259[7],it a zero but anyways i'll give it a one,[0. 1. 0. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.39867008,8.282646,0.33520532,0.053240493
210259[8],do not go in theaters to watch this movie this uhh movie's no good i mean,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.3995126,7.9877462,0.36074483,-0.35608947
210259[9],good i mean only if you have an additional two hours in your life that you have nothing to do go watch that movie,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.39628053,6.169366,0.3329075,0.18370505
210259[10],star cast it stars robert redford tom cruise meryl stutter streep and you know that's about it that's the only good thing about the movie there's nothing else that is good about this movie and i'll tell you why so,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.38411582,5.900063,0.3300478,0.3029011
210259[11],tell you why so stutter so tom cruise is a senator and uhh meryl streep is a uhh reporter from one of the newspapers or magazine or tv that i'm not very sure but she's she's stutter a reporter so,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.40288937,5.790747,0.31691343,0.33366108
210259[12],reporter so one of the scenes is going on in tom office where the reporter and tom cruise are talking to each other,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.3925355,7.2165346,0.3088482,0.3243932
210259[13],the other scene is back in afghanistan and there's a platoon of you know the army the marines who are kind of fighting and the third is actually a philosophy professor who's talking to his student in his office and,[0. 0. 0. 0. 0. 1.],[1. 1. 1. 0. 1. 0.],0.39253736,4.7363877,0.32040185,0.31626803
210259[14],office and stutter all the three of the you know all the three scenes are kind of related to each other because they're talking about why did the us go to war with afghanistan and iraq and what was the reason and what can be done now and stutter you know whatever they talk about it's they try to make a stutter drama out of it a dramatic movie out of it but really doesn't make sense you know stutter,[0. 1. 1. 1. 0. 0.],[1. 1. 1. 1. 1. 0.],0.37891883,9.8668,0.342712,0.30133227
210259[15],stutter everyone that i've talked to i saw the movie i hated it everyone,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.4278221,7.4292665,0.37745935,0.33737504
210259[16],it everyone i talks to said that it did not make any sense you know,[0. 1. 0. 0. 1. 0.],[1. 1. 1. 1. 1. 0.],0.40368235,6.295099,0.3425734,0.33736312
210259[17],sense you know with all these star casts these stutter star collectors in there you know that you go watch tom cruise in theaters uhh you know he hasn't been in theaters for a while now,[0. 1. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.4039824,6.407129,0.33697206,0.34692508
210433[0],hey guys today we've got men in black two which is the sequel to the first men in black based on the uhh i believe it was a dark horse comic starring will smith and tommy lee jones and,[0. 0. 1. 1. 0. 0.],[1. 1. 1. 0. 1. 0.],0.4097628,6.970268,0.30548537,0.31195992
210433[1],jones and in the back we're playing just the opening scene when when stutter will smith is riding this giant worm creature through the tunnels so he can rescue the innocent citizens of new york and,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.4077739,7.9693327,0.29381618,0.12752818
210433[2],york and uhh this movie i thought was a very inferior sequel it was good it had some good moments some good elements to it uhh,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.3795218,9.50699,0.32915688,0.20636809
210433[3],uhh some of the comedy was good there was still a decent chemistry between uhh will smith and tommy lee jones,[1. 0. 0. 0. 0. 0.],[1. 1. 0. 1. 0. 0.],0.41213393,2.7778447,0.3086313,0.3506946
210433[4],uhh rosario dawson shows up for her first blockbuster appearance umm later on she went to star in a lot of movies by edward burns and in sin city and some other movies alexander,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.4115975,7.3944654,0.30101234,0.28644478
210433[5],and umm well overall the movie just wasn't as good the props were just as interesting the design was just as uhh good the effects,[0. 1. 0. 1. 0. 0.],[0. 1. 1. 1. 1. 0.],0.3765108,8.438771,0.33469838,-0.22613378
210433[6],good the effects were stutter not quite as good i thought they could have been a bit better given the fact that it was a few years later and that uhh you know standards are continually evolving it just,[0. 1. 0. 1. 0. 0.],[1. 1. 1. 1. 1. 0.],0.401043,5.617442,0.31741792,0.32664514
210433[7],evolving it just wasn't as funny wasn't as entertaining i have to give,[0. 0. 0. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.3956722,7.372147,0.32191837,0.33282423
210433[8],entertaining i have to give it two stars out of five,[1. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.39537036,8.046676,0.33173186,0.24952523
211875[0],hi guys it is coach jim again i talk,[1. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.41675436,7.1847506,0.3073346,0.20811047
211875[1],again i talk to you about another movie i recently watched with my son it was,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.4042487,10.815236,0.31928313,0.3319522
211875[2],not my favorite show and i do not recommend it for anybody it was just retarded,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.3957852,7.9888973,0.30513215,0.3335287
211875[3],it has it it stutter makes no sense it kind of shift around a little bit umm,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40810972,9.493401,0.34793347,0.34546798
211875[4],son it was uhh fred claus,[0. 0. 0. 0. 0. 0.],[1. 1. 0. 0. 0. 0.],0.40591556,7.2740455,0.3059364,0.35079134
211875[5],now fred claus is a show,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.402111,6.425279,0.3229224,0.2962851
211875[6],well if you've seen the previews you've seen the best parts of the movie,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40525252,6.821922,0.32713765,0.33147132
211875[7],it wasn't my favorite i actually thought the plot stunk,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.3945247,7.1334443,0.30078396,0.33136708
211875[8],the acting was horrible,[0. 0. 1. 0. 1. 0.],[0. 1. 1. 0. 1. 0.],0.41027737,8.367934,0.38015717,-1.3693502
211875[9],it's not one of my favorites that i've i've stutter watched it was actually one of the worst ones i've seen in a long time,[0. 1. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40831465,6.994656,0.331443,0.33907396
211875[10],just it stutter oh my gosh it's so stutter my eleven year old son did about halfway through he was ready to go home,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 0.],0.4122519,6.0990586,0.37577933,0.3422613
211875[11],okay oh me we've seen this plot millions and millions of times you know blah blah blah everybody knows you can pretty much tell what the whole movie's about just from the commercials,[0. 0. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40541756,8.186847,0.32645,0.28719744
213327[0],hi today i am reviewing the movie scary movie umm,[1. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.39508373,9.613651,0.31160176,0.3280748
213327[1],umm it says on the box it's hilarious and outrageous,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.39999074,8.4995165,0.30962753,0.29111594
213327[2],umm the writing is bad and umm it just looks like a low budget film to me i was definitely,[0. 1. 1. 0. 1. 0.],[0. 1. 1. 1. 1. 0.],0.39597553,7.208609,0.36329722,-0.6481327
213327[3],i really didn't find it that funny i think it's,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40677422,8.001277,0.33613712,-0.20446111
213327[4],funny i think it's geared more toward umm the younger teenage preteen audience even though it's definitely not appropriate for them this,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.41646194,7.532461,0.3276397,0.3454057
213327[5],them this movie takes umm horror movies and makes spoofs on them so it's actually a comedy movie as,[0. 1. 1. 1. 0. 0.],[1. 1. 1. 0. 1. 0.],0.38661808,7.6419597,0.3227775,0.09640212
213327[6],movie as you can see it's playing here in the background umm it features mostly high school kids so umm hence the audience is geared towards,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.38821125,9.128134,0.29760993,0.33117557
213327[7],i umm like i said definitely do not waste your eighty eight minutes umm umm watching this umm there,[0. 1. 0. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.40079796,6.2668676,0.3341003,-0.121228546
213327[8],this umm there are much better movies out there if you're,[0. 0. 1. 0. 0. 0.],[1. 1. 1. 0. 0. 0.],0.3997597,6.2743597,0.29146045,0.34143817
213327[9],there if you're looking for comedy then {lg} rent or buy a comedy and if you're looking for something that's going to scare you then i would definitely just rent or buy a horror movie because this movie just didn't do it for me the acting,[0. 1. 1. 0. 1. 0.],[1. 1. 1. 0. 1. 0.],0.4130298,8.342509,0.3139271,0.34014225
213327[10],for me the acting is bad umm,[0. 0. 1. 0. 0. 0.],[0. 1. 1. 0. 1. 0.],0.4036454,8.624581,0.37037694,-0.7372196
215318[0],hi expo tv this is rachel,[1. 0. 1. 0. 0. 0.],[1. 0. 0. 0. 0. 0.],0.41220188,8.964409,0.309613,0.20898981
215318[1],expo tv this is rachel today i'm going to be,[1. 1. 0. 0. 0. 0.],[1. 0. 1. 0. 0. 0.],0.42778695,8.287527,0.31205684,0.2933932
215318[2],saldana also has dan and kim in it umm it does,[0. 0. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.40249914,6.799995,0.32221848,0.33858973
215318[3],it umm it does have a lot of special features if you like spears it's got some music videos umm,[1. 0. 0. 1. 0. 0.],[1. 1. 0. 0. 0. 0.],0.40188378,7.7752934,0.30961055,0.32713515
215318[4],umm two of em for overprotective and i'm not a girl i'm not yet a woman,[0. 1. 0. 0. 0. 0.],[1. 1. 1. 0. 1. 0.],0.4151464,7.3850713,0.3268717,0.3378579
215318[5],seven deleted scenes a sing along with a karaoke version of some of her songs umm a crossroads,[1. 0. 0. 1. 0. 0.],[1. 1. 0. 0. 0. 0.],0.39807004,7.05975,0.30840015,0.22686933
